alpha_mmd_loss,angular_mmd_loss,dmet_loss,epoch,grad_cos/alpha_mmd__rest,grad_cos/alpha_mmd__total,grad_cos/angular_mmd__rest,grad_cos/angular_mmd__total,grad_cos/dmet__rest,grad_cos/dmet__total,grad_cos/higgs_mass__rest,grad_cos/higgs_mass__total,grad_cos/huber__rest,grad_cos/huber__total,grad_cos/mass_mmd__rest,grad_cos/mass_mmd__total,grad_cos/w_mass_huber__rest,grad_cos/w_mass_huber__total,higgs_mass_loss,huber_loss,loss,loss_weight/alpha_mmd,loss_weight/angular_mmd,loss_weight/dmet,loss_weight/higgs_mass,loss_weight/huber,loss_weight/mass_mmd,loss_weight/w_mass_huber,mass_mmd_loss,step,test_alpha_mmd_loss,test_angular_mmd_loss,test_dmet_loss,test_higgs_mass_loss,test_huber_loss,test_loss,test_mass_mmd_loss,test_w_mass_huber_loss,val_alpha_mmd_loss,val_angular_mmd_loss,val_dmet_loss,val_higgs_mass_loss,val_huber_loss,val_loss,val_mass_mmd_loss,val_w_mass_huber_loss,w_mass_huber_loss
0.01580957882106304,0.0025415336713194847,0.32822906970977783,57,0.09571781754493713,0.11371728777885437,0.07213689386844635,0.6583755016326904,-0.105614073574543,-0.1015840470790863,0.053499896079301834,0.8022928833961487,-0.38123786449432373,-0.31974661350250244,0.47595226764678955,0.4855912923812866,-0.17536872625350952,-0.17261667549610138,0.1277596652507782,0.13070052862167358,25.592615127563477,,,,,,,,0.028150243684649467,146971,,,,,,,,,,,,,,,,,0.05979518964886665
,,,58,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,149505,,,,,,,,,,,,,,,,,
,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,149505,,,,,,,,,0.015870794653892517,0.002585889305919409,0.3296452462673187,0.1087350994348526,0.13044002652168274,24.694873809814453,0.02652137354016304,0.06197228655219078,
0.015442504547536373,0.00253730034455657,0.3273446559906006,58,-0.12405502796173096,-0.11004798114299774,-0.4362129867076874,-0.22958865761756897,0.03674441948533058,0.04146595299243927,-0.45137855410575867,0.974338948726654,-0.16904181241989136,-0.10115456581115723,0.41039037704467773,0.418062686920166,-0.09223712235689163,-0.08970245718955994,0.12420094758272171,0.1307007521390915,25.399917602539062,,,,,,,,0.0279979445040226,149505,,,,,,,,,,,,,,,,,0.059893228113651276
,,,59,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,152039,,,,,,,,,,,,,,,,,
,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,152039,,,,,,,,,0.014610583893954754,0.0025881098117679358,0.3312859833240509,0.09510987997055054,0.1302952766418457,23.996469497680664,0.027334406971931458,0.05942778289318085,
0.015596127137541771,0.0025367788039147854,0.3283160924911499,59,0.12771689891815186,0.15395388007164001,0.14917753636837006,0.33628594875335693,-0.13750648498535156,-0.13342514634132385,-0.03265291824936867,0.9790538549423218,-0.5401053428649902,-0.49745965003967285,-0.24566704034805298,-0.23472942411899567,-0.6643134355545044,-0.6628326177597046,0.1245255172252655,0.1306319385766983,25.412954330444336,,,,,,,,0.028247350826859474,152039,,,,,,,,,,,,,,,,,0.05950310453772545
,,,60,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,154573,,,,,,,,,,,,,,,,,
,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,154573,,,,,,,,,0.014676639810204506,0.0025700211990624666,0.3370204567909241,0.12981466948986053,0.13117815554141998,25.78501319885254,0.026219652965664864,0.060958199203014374,
0.015372789464890957,0.0025492499116808176,0.3285686671733856,60,-0.3071749210357666,-0.28728723526000977,0.18753176927566528,0.42530491948127747,0.28002461791038513,0.28844380378723145,0.23369956016540527,0.9656000137329102,0.2562936544418335,0.32339420914649963,0.01049802266061306,0.02240888960659504,0.1528049111366272,0.15548016130924225,0.12314113229513168,0.13051600754261017,25.361709594726562,,,,,,,,0.02891816943883896,154573,,,,,,,,,,,,,,,,,0.05942079424858093
,,,61,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,157107,,,,,,,,,,,,,,,,,
,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,157107,,,,,,,,,0.015531581826508045,0.002604372799396515,0.3304331600666046,0.10234015434980392,0.12996532022953033,24.355321884155273,0.02616884931921959,0.060189250856637955,
0.015146235935389996,0.0025452380068600178,0.3284304738044739,61,-0.5637385845184326,-0.5517534017562866,-0.16855208575725555,-0.056500062346458435,0.036310698837041855,0.039595142006874084,0.04956073313951492,0.9923681616783142,0.34582090377807617,0.4320994019508362,-0.44704920053482056,-0.4335225224494934,0.45886871218681335,0.4613915979862213,0.1234230101108551,0.1303006112575531,25.33049774169922,,,,,,,,0.027567794546484947,157107,,,,,,,,,,,,,,,,,0.059514548629522324
,,,62,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,159641,,,,,,,,,,,,,,,,,
,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,159641,,,,,,,,,0.017629167065024376,0.0026121167466044426,0.32756686210632324,0.11095897853374481,0.13019822537899017,24.854902267456055,0.027394279837608337,0.06066044047474861,
0.015442394651472569,0.002543536014854908,0.32557594776153564,62,0.5202650427818298,0.5279107093811035,0.34988144040107727,0.5108727216720581,0.06847977638244629,0.07148551940917969,0.3458147644996643,0.9811426401138306,0.031422048807144165,0.07936854660511017,0.10949601233005524,0.11604989320039749,-0.05050770938396454,-0.04915095120668411,0.12050648778676987,0.13034573197364807,25.19459342956543,,,,,,,,0.02847672812640667,159641,,,,,,,,,,,,,,,,,0.06003526598215103
,,,63,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,162175,,,,,,,,,,,,,,,,,
,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,162175,,,,,,,,,0.015627015382051468,0.0025725916493684053,0.3343684673309326,0.11008845269680023,0.13016898930072784,24.710634231567383,0.026522532105445862,0.06053585186600685,
0.014990700408816338,0.002531328471377492,0.3283557593822479,63,-0.3953320384025574,-0.3806087374687195,-0.3235974609851837,-0.1395656168460846,-0.17402169108390808,-0.17046713829040527,-0.48011305928230286,0.984218955039978,-0.5011191368103027,-0.4543641209602356,-0.06655249744653702,-0.05839299410581589,-0.21347001194953918,-0.21114946901798248,0.12182837724685669,0.1302841752767563,25.224353790283203,,,,,,,,0.02809496968984604,162175,,,,,,,,,,,,,,,,,0.059227604418992996
,,,64,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,164709,,,,,,,,,,,,,,,,,
,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,164709,,,,,,,,,0.014884485863149166,0.0026139968540519476,0.33605366945266724,0.12170479446649551,0.12988875806331635,25.3409366607666,0.026636898517608643,0.05976616591215134,
0.014955886639654636,0.002538805129006505,0.3289544880390167,64,-0.013195129111409187,0.0002010837197303772,-0.35345155000686646,-0.06135771423578262,-0.3904605209827423,-0.38483455777168274,-0.3851076066493988,0.9517209529876709,-0.1474577933549881,-0.08065348118543625,-0.03723474591970444,-0.02793586254119873,-0.030385855585336685,-0.027720903977751732,0.12191278487443924,0.13024984300136566,25.242422103881836,,,,,,,,0.02826768159866333,164709,,,,,,,,,,,,,,,,,0.05927024036645889
,,,65,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,167243,,,,,,,,,,,,,,,,,
,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,167243,,,,,,,,,0.015281334519386292,0.00257577165029943,0.3316075801849365,0.12838052213191986,0.12998679280281067,25.59941291809082,0.026081541553139687,0.05956338718533516,
0.01493063010275364,0.002536070067435503,0.32842645049095154,65,0.07613804936408997,0.08887738734483719,-0.13242609798908234,0.07229575514793396,0.31018465757369995,0.3126901388168335,-0.03267868608236313,0.9751600027084351,0.4686865210533142,0.5044200420379639,0.0819006860256195,0.09162140637636185,0.39680761098861694,0.39855340123176575,0.11887484043836594,0.1300051361322403,25.05801010131836,,,,,,,,0.02818840928375721,167243,,,,,,,,,,,,,,,,,0.05889919400215149
,,,66,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,169777,,,,,,,,,,,,,,,,,
,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,169777,,,,,,,,,0.013917364180088043,0.0025814115069806576,0.3299369812011719,0.11228736490011215,0.1300298571586609,24.78727149963379,0.025440199300646782,0.059300992637872696,
0.014622635208070278,0.002544064074754715,0.32800763845443726,66,-0.046908922493457794,-0.035738591104745865,-0.012770213186740875,0.12138676643371582,0.20447874069213867,0.2073884904384613,0.07518412172794342,0.9891234040260315,0.25424468517303467,0.29457515478134155,0.3114626109600067,0.3194025754928589,0.28288984298706055,0.2848668098449707,0.11724814772605896,0.1300470381975174,24.990903854370117,,,,,,,,0.027987845242023468,169777,,,,,,,,,,,,,,,,,0.05875737965106964
,,,67,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,172311,,,,,,,,,,,,,,,,,
,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,172311,,,,,,,,,0.015618488192558289,0.0025968400295823812,0.3302950859069824,0.09431031346321106,0.12942922115325928,23.878713607788086,0.02556489408016205,0.059658512473106384,
0.014315232634544373,0.002541501773521304,0.32720187306404114,67,0.13081073760986328,0.1454658955335617,0.08312112092971802,0.2549303472042084,-0.30648618936538696,-0.30269449949264526,-0.005999395623803139,0.9856811761856079,-0.34185704588890076,-0.289410799741745,-0.012096744030714035,-0.0018243268132209778,-0.3551229238510132,-0.3531176745891571,0.11634597182273865,0.1299900859594345,24.927824020385742,,,,,,,,0.027663618326187134,172311,,,,,,,,,,,,,,,,,0.05897430703043938
,,,68,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,174845,,,,,,,,,,,,,,,,,
,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,174845,,,,,,,,,0.01653556153178215,0.002589656738564372,0.3322063386440277,0.09169425815343857,0.1292208880186081,23.72606086730957,0.025908462703227997,0.05859850347042084,
0.014371991157531738,0.0025439595337957144,0.3269750475883484,68,0.23385681211948395,0.2427731454372406,-0.30010223388671875,-0.12477336823940277,-0.3532973527908325,-0.3512326776981354,-0.38600197434425354,0.9859529733657837,-0.47604039311408997,-0.4436926543712616,0.028233734890818596,0.03376350924372673,-0.5741974115371704,-0.5732104778289795,0.11573512852191925,0.129950150847435,24.898536682128906,,,,,,,,0.027683502063155174,174845,,,,,,,,,,,,,,,,,0.05890519171953201
,,,69,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,177379,,,,,,,,,,,,,,,,,
,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,177379,,,,,,,,,0.015281210653483868,0.0025833304971456528,0.33311864733695984,0.1184384673833847,0.12958668172359467,25.09092140197754,0.027270544320344925,0.059224680066108704,
0.01434867549687624,0.00254069734364748,0.32818344235420227,69,0.17136870324611664,0.17863483726978302,0.45430001616477966,0.5920723676681519,0.055931027978658676,0.05918243154883385,0.45984935760498047,0.9867836236953735,-0.03627870976924896,0.009117462672293186,0.025808114558458328,0.033913951367139816,-0.2357521802186966,-0.2339232712984085,0.11596602946519852,0.12984351813793182,24.89285659790039,,,,,,,,0.027566947042942047,177379,,,,,,,,,,,,,,,,,0.05870410054922104
,,,70,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,179913,,,,,,,,,,,,,,,,,
,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,179913,,,,,,,,,0.014558239839971066,0.002593336161226034,0.3273991346359253,0.12753848731517792,0.12940296530723572,25.52387046813965,0.026337385177612305,0.059961654245853424,
0.014125067740678787,0.002541100140661001,0.3278122544288635,70,0.4890243411064148,0.4965623617172241,0.1712026596069336,0.39236214756965637,0.07143630087375641,0.07377932965755463,0.2014222890138626,0.9741277694702148,0.025085262954235077,0.054451245814561844,-0.168379008769989,-0.1585197001695633,-0.0455605685710907,-0.044227831065654755,0.11507713794708252,0.12971144914627075,24.839092254638672,,,,,,,,0.02810431644320488,179913,,,,,,,,,,,,,,,,,0.05893572047352791
,,,71,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,182447,,,,,,,,,,,,,,,,,
,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,182447,,,,,,,,,0.014813017100095749,0.0025917033199220896,0.3314930200576782,0.11882587522268295,0.12968838214874268,25.131195068359375,0.027309229597449303,0.05959903821349144,
0.01460212841629982,0.0025426119100302458,0.3279475271701813,71,-0.7616109848022461,-0.754978597164154,-0.38154688477516174,-0.13982392847537994,0.5041675567626953,0.5062130689620972,-0.40516144037246704,0.9666485786437988,-0.0028866641223430634,0.0304463692009449,0.16508840024471283,0.17575670778751373,0.3444788455963135,0.34642669558525085,0.11356004327535629,0.12969227135181427,24.77539825439453,,,,,,,,0.028740908950567245,182447,,,,,,,,,,,,,,,,,0.058802202343940735
,,,72,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,184981,,,,,,,,,,,,,,,,,
,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,184981,,,,,,,,,0.014054091647267342,0.002585300011560321,0.33065158128738403,0.13641086220741272,0.13000240921974182,26.00737953186035,0.026090258732438087,0.05928748846054077,
0.013938221149146557,0.00253671663813293,0.32749974727630615,72,-0.02753295749425888,-0.021226974204182625,0.1423850655555725,0.21811489760875702,0.31509706377983093,0.3167370855808258,0.2569841742515564,0.9964470863342285,0.4828912913799286,0.5008365511894226,-0.14639389514923096,-0.14151506125926971,0.7080662250518799,0.7086980938911438,0.11358349770307541,0.1296546906232834,24.744585037231445,,,,,,,,0.027843374758958817,184981,,,,,,,,,,,,,,,,,0.0587177649140358
,,,73,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,187515,,,,,,,,,,,,,,,,,
,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,187515,,,,,,,,,0.015349414199590683,0.002590356394648552,0.33586740493774414,0.10674303025007248,0.1293715238571167,24.492055892944336,0.026236867532134056,0.058683574199676514,
0.014070259407162666,0.00253178714774549,0.32664528489112854,73,0.31533125042915344,0.3258681893348694,0.11641008406877518,0.3147544860839844,0.2512698769569397,0.256054162979126,0.08789316564798355,0.9751124978065491,-0.06638697534799576,0.000526009127497673,-0.06992025673389435,-0.055523138493299484,-0.05394529551267624,-0.0509263314306736,0.11300978064537048,0.12974219024181366,24.710853576660156,,,,,,,,0.02736969105899334,187515,,,,,,,,,,,,,,,,,0.05911753699183464
,,,74,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,190049,,,,,,,,,,,,,,,,,
,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,190049,,,,,,,,,0.014971046708524227,0.002586355898529291,0.3333866000175476,0.12089991569519043,0.12931714951992035,25.19158172607422,0.027248336002230644,0.05993868410587311,
0.013807195238769054,0.002537704072892666,0.32727593183517456,74,-0.2362256795167923,-0.22038742899894714,-0.3434501588344574,-0.07525774836540222,0.145516037940979,0.14985868334770203,-0.3124094605445862,0.9589800238609314,0.13554497063159943,0.2029789537191391,0.051254771649837494,0.06384236365556717,0.3642116189002991,0.36636319756507874,0.11263363808393478,0.12969368696212769,24.701568603515625,,,,,,,,0.027806757017970085,190049,,,,,,,,,,,,,,,,,0.059017613530159
,,,75,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,192583,,,,,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,192583,,,,,,,,,0.013057740405201912,0.0025851065292954445,0.3341541588306427,0.14009761810302734,0.12956860661506653,26.137144088745117,0.02543599344789982,0.05951199308037758,
0.013655461370944977,0.0025250178296118975,0.328586608171463,75,-0.32219788432121277,-0.3132604658603668,-0.2510146200656891,-0.14103537797927856,0.3398991823196411,0.34260666370391846,-0.057682104408741,0.9919721484184265,0.5043409466743469,0.5366734266281128,0.2053271234035492,0.2163955420255661,0.6091877222061157,0.6103104948997498,0.11152766644954681,0.12946832180023193,24.596513748168945,,,,,,,,0.027667222544550896,192583,,,,,,,,,,,,,,,,,0.05857706069946289
,,,76,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,195117,,,,,,,,,,,,,,,,,
,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,195117,,,,,,,,,0.014581596478819847,0.0025833523832261562,0.3326992392539978,0.1055879294872284,0.1287936568260193,24.340044021606445,0.025358475744724274,0.05807068943977356,
0.01342736929655075,0.0025263919960707426,0.32777950167655945,76,-0.4619072377681732,-0.4450831115245819,0.018147403374314308,0.21310147643089294,0.09735597670078278,0.10243628919124603,-0.02302580699324608,0.9743256568908691,0.03413264825940132,0.10988350957632065,0.24920061230659485,0.2617402672767639,0.28134894371032715,0.2844489812850952,0.11076367646455765,0.12948083877563477,24.55562973022461,,,,,,,,0.027465375140309334,195117,,,,,,,,,,,,,,,,,0.05798468738794327
,,,77,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,197651,,,,,,,,,,,,,,,,,
,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,197651,,,,,,,,,0.015289113856852055,0.0025800932198762894,0.33078762888908386,0.08740700036287308,0.1287475824356079,23.438213348388672,0.026729581877589226,0.05827748775482178,
0.01373616699129343,0.002531522884964943,0.3276192545890808,77,0.25811702013015747,0.26890838146209717,-0.28742337226867676,-0.20261959731578827,-0.15661950409412384,-0.15398940443992615,-0.3198639452457428,0.9951171875,-0.3661566972732544,-0.33902546763420105,0.23579847812652588,0.2497847080230713,-0.5046172738075256,-0.5033368468284607,0.11052335798740387,0.12948930263519287,24.565013885498047,,,,,,,,0.028102342039346695,197651,,,,,,,,,,,,,,,,,0.05853307247161865
,,,78,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,200185,,,,,,,,,,,,,,,,,
,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,200185,,,,,,,,,0.014041513204574585,0.002585391514003277,0.3331664800643921,0.1303519755601883,0.12965504825115204,25.678192138671875,0.026598898693919182,0.05908352509140968,
0.014200340025126934,0.002542097121477127,0.3298434615135193,78,0.3542653024196625,0.3729521632194519,0.5054940581321716,0.6663313508033752,0.30577918887138367,0.3091347813606262,0.5132725834846497,0.9784398674964905,0.02095402404665947,0.08230338990688324,-0.3180818557739258,-0.3073519468307495,-0.020542971789836884,-0.018558606505393982,0.11250486224889755,0.12930333614349365,24.670574188232422,,,,,,,,0.027754221111536026,200185,,,,,,,,,,,,,,,,,0.05824452266097069
,,,79,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,202719,,,,,,,,,,,,,,,,,
,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,202719,,,,,,,,,0.015072771348059177,0.0025815966073423624,0.33082181215286255,0.10257202386856079,0.12945930659770966,24.27762794494629,0.027377454563975334,0.05958293750882149,
0.014055446721613407,0.002534933388233185,0.3287988305091858,79,-0.24611473083496094,-0.23244881629943848,0.18527573347091675,0.2906191349029541,0.05644284561276436,0.05974648520350456,0.07100032269954681,0.9913075566291809,-0.1015278548002243,-0.05618699640035629,0.01735927350819111,0.02491198480129242,-0.0055315010249614716,-0.0035728532820940018,0.1110873892903328,0.12947101891040802,24.610191345214844,,,,,,,,0.028801273554563522,202719,,,,,,,,,,,,,,,,,0.05853443592786789
,,,80,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,205253,,,,,,,,,,,,,,,,,
,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,205253,,,,,,,,,0.014378015883266926,0.0025721031706780195,0.33367639780044556,0.134440079331398,0.12933491170406342,25.8304443359375,0.026853932067751884,0.058958593755960464,
0.013857181183993816,0.0025372246745973825,0.32822638750076294,80,-0.003158319042995572,0.0063112820498645306,0.031765058636665344,0.12017529457807541,0.18455906212329865,0.18708065152168274,0.2371797412633896,0.9961398243904114,0.40622571110725403,0.4371519684791565,0.15878666937351227,0.1632961481809616,0.5113798975944519,0.5125759840011597,0.10961893200874329,0.12930144369602203,24.51801300048828,,,,,,,,0.02841443195939064,205253,,,,,,,,,,,,,,,,,0.05869848281145096
,,,81,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,207787,,,,,,,,,,,,,,,,,
,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,207787,,,,,,,,,0.015132726170122623,0.002611507661640644,0.33350837230682373,0.10193125158548355,0.12869933247566223,24.217557907104492,0.025950582697987556,0.05848599970340729,
0.013965144753456116,0.0025371115189045668,0.3275492489337921,81,0.006490372121334076,0.017366770654916763,0.38338908553123474,0.5326026678085327,-0.053652647882699966,-0.0506749227643013,0.30321136116981506,0.9824625253677368,-0.1053072139620781,-0.06124923378229141,-0.14862725138664246,-0.1421603560447693,0.18392984569072723,0.1855441927909851,0.10809435695409775,0.1292443722486496,24.421316146850586,,,,,,,,0.02703612856566906,207787,,,,,,,,,,,,,,,,,0.05829712003469467
,,,82,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,210321,,,,,,,,,,,,,,,,,
,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,210321,,,,,,,,,0.013642135076224804,0.0025665247812867165,0.3335123658180237,0.1263459324836731,0.12904109060764313,25.371707916259766,0.026369763538241386,0.058429840952157974,
0.013730445876717567,0.0025330970529466867,0.3274291753768921,82,-0.35703641176223755,-0.3440518379211426,-0.13085445761680603,-0.045448608696460724,0.3752920925617218,0.37781190872192383,-0.03712494671344757,0.9949708580970764,0.28691980242729187,0.3210606276988983,0.25298959016799927,0.2589092254638672,0.33015990257263184,0.3320351243019104,0.10713530331850052,0.12910239398479462,24.350202560424805,,,,,,,,0.027244294062256813,210321,,,,,,,,,,,,,,,,,0.05806776136159897
,,,83,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,212855,,,,,,,,,,,,,,,,,
,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,212855,,,,,,,,,0.013640863820910454,0.002621210180222988,0.3370019793510437,0.12022234499454498,0.1284445971250534,25.12847137451172,0.027073120698332787,0.05892309546470642,
0.013510670512914658,0.0025368444621562958,0.32982492446899414,83,-0.03675220534205437,-0.02615508623421192,0.13440267741680145,0.2882489562034607,0.13471117615699768,0.13895279169082642,0.1603516936302185,0.9883099794387817,-0.027202459052205086,0.01920928992331028,0.09390568733215332,0.09993768483400345,0.16849884390830994,0.16976144909858704,0.10837414860725403,0.12905289232730865,24.4212589263916,,,,,,,,0.02782009355723858,212855,,,,,,,,,,,,,,,,,0.05776969715952873
,,,84,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,215389,,,,,,,,,,,,,,,,,
,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,215389,,,,,,,,,0.013093468733131886,0.0025661701802164316,0.3333486020565033,0.11197545379400253,0.12877556681632996,24.609355926513672,0.025192607194185257,0.058900248259305954,
0.01295665092766285,0.0025343461893498898,0.32945388555526733,84,-0.36553430557250977,-0.3533461093902588,0.012769058346748352,0.1905098706483841,0.16201570630073547,0.16733603179454803,-0.012342123314738274,0.9845606088638306,-0.050897806882858276,0.02014274336397648,-0.3945593237876892,-0.38700759410858154,0.19168606400489807,0.19443371891975403,0.10647719353437424,0.12890639901161194,24.298282623291016,,,,,,,,0.027524447068572044,215389,,,,,,,,,,,,,,,,,0.05805995687842369
,,,85,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,217923,,,,,,,,,,,,,,,,,
,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,217923,,,,,,,,,0.013670249842107296,0.0025642625987529755,0.3326648473739624,0.08824209868907928,0.12863950431346893,23.40670394897461,0.024987349286675453,0.05827244743704796,
0.012911777943372726,0.0025284073781222105,0.3283846974372864,85,-0.06362404674291611,-0.05411373823881149,-0.08212347328662872,0.142732173204422,-0.46372514963150024,-0.4601307213306427,-0.16740071773529053,0.9737489223480225,-0.36578795313835144,-0.32547855377197266,0.06897468864917755,0.07722020149230957,-0.44113871455192566,-0.4394513964653015,0.10621118545532227,0.12900660932064056,24.273815155029297,,,,,,,,0.02685021050274372,217923,,,,,,,,,,,,,,,,,0.05776633322238922
,,,86,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,220457,,,,,,,,,,,,,,,,,
,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,220457,,,,,,,,,0.014344128780066967,0.002601481042802334,0.3352857530117035,0.10782629996538162,0.12854062020778656,24.465238571166992,0.025629036128520966,0.05711822211742401,
0.01304038055241108,0.0025284336879849434,0.32916322350502014,86,0.4634353518486023,0.4779854416847229,-0.07184421271085739,0.17428208887577057,-0.033517077565193176,-0.02779221534729004,-0.06763174384832382,0.9653024673461914,-0.07953356206417084,-0.023010479286313057,0.22368188202381134,0.23276348412036896,-0.4984659254550934,-0.4965115487575531,0.1073550134897232,0.1289827674627304,24.33514976501465,,,,,,,,0.02725197561085224,220457,,,,,,,,,,,,,,,,,0.05778726935386658
,,,87,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,222991,,,,,,,,,,,,,,,,,
,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,222991,,,,,,,,,0.01499081589281559,0.0025859493762254715,0.33486318588256836,0.12194553017616272,0.12852385640144348,25.150554656982422,0.026032064110040665,0.05823151394724846,
0.013090201653540134,0.002528454177081585,0.32929080724716187,87,0.2766445279121399,0.29564368724823,0.01948406733572483,0.17403781414031982,0.0601297989487648,0.06663145869970322,0.13403849303722382,0.9839708805084229,0.23377487063407898,0.30126506090164185,-0.03369734808802605,-0.023930873721837997,0.1949162632226944,0.19768503308296204,0.10754232853651047,0.12893328070640564,24.33396339416504,,,,,,,,0.02663327194750309,222991,,,,,,,,,,,,,,,,,0.057724904268980026
,,,88,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,225525,,,,,,,,,,,,,,,,,
,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,225525,,,,,,,,,0.014246796257793903,0.002582705579698086,0.33519983291625977,0.1093655675649643,0.12864583730697632,24.510112762451172,0.024942729622125626,0.05857688561081886,
0.013254409655928612,0.0025295191444456577,0.32769104838371277,88,0.40748104453086853,0.41388601064682007,0.09409290552139282,0.1804245412349701,-0.12537865340709686,-0.12177707254886627,-0.01665029302239418,0.9957852363586426,-0.3929176926612854,-0.35783326625823975,0.5338501334190369,0.5390886664390564,-0.4495767652988434,-0.44814908504486084,0.10664691776037216,0.12894263863563538,24.288284301757812,,,,,,,,0.026268403977155685,225525,,,,,,,,,,,,,,,,,0.05793263390660286
,,,89,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,228059,,,,,,,,,,,,,,,,,
,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,228059,,,,,,,,,0.014762801118195057,0.002598849358037114,0.33568304777145386,0.1471072882413864,0.12899769842624664,26.469078063964844,0.024871444329619408,0.05818483233451843,
